rank,final_worth,category,personName,age,country,source,industry_billionaires,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,population_country,source_1,source_2,source_3
1272,2400,Finance & Investments,Urs Wietlisbach,61.0,Switzerland,Private equity,Finance & Investments,Switzerland,True,D,M,8/25/1961 0:00,Wietlisbach,Urs,1961.0,8.0,25.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Private equity,,
1272,2400,Technology,Jerry Yang,54.0,United States,Yahoo,Technology,United States,True,D,M,11/6/1968 0:00,Yang,Jerry,1968.0,11.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Yahoo,,
1272,2400,Manufacturing,Yang Jianliang & family,53.0,China,Machinery,Manufacturing,China,True,D,M,6/1/1969 0:00,Yang,Jianliang,1969.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Machinery,,
1272,2400,Manufacturing,Yang Weidong & family,54.0,China,Chemicals,Manufacturing,China,True,D,M,9/9/1968 0:00,Yang,Weidong,1968.0,9.0,9.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Chemicals,,
1272,2400,Real Estate,Mortimer Zuckerman,85.0,United States,"Real estate, media",Real Estate,United States,True,D,M,6/4/1937 0:00,Zuckerman,Mortimer,1937.0,6.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Real estate, media,
1312,2300,Finance & Investments,John Armitage,63.0,United Kingdom,Hedge funds,Finance & Investments,Ireland,True,D,M,12/1/1959 0:00,Armitage,John,1959.0,12.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Hedge funds,,
1312,2300,Energy,Lee Bass,66.0,United States,"Oil, investments",Energy,United States,False,U,M,5/24/1956 0:00,Bass,Lee,1956.0,5.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Oil, investments,
1312,2300,Technology,John Bicket,43.0,United States,Sensor systems,Technology,United States,True,U,M,3/20/1980 0:00,Bicket,John,1980.0,3.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Sensor systems,,
1312,2300,Technology,Sanjit Biswas,41.0,United States,Sensor systems,Technology,United States,True,U,M,1/12/1982 0:00,Biswas,Sanjit,1982.0,1.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Sensor systems,,
1312,2300,Fashion & Retail,Timothy Boyle,73.0,United States,Columbia Sportswear,Fashion & Retail,United States,True,E,M,9/7/1949 0:00,Boyle,Timothy,1949.0,9.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Columbia Sportswear,,
1312,2300,Technology,Morris Chang,91.0,Taiwan,Semiconductors,Technology,Taiwan,True,D,M,7/10/1931 0:00,Chang,Morris,1931.0,7.0,10.0,,,,,,,,Semiconductors,,
1312,2300,Real Estate,Chao Teng-hsiung,78.0,Taiwan,Real estate,Real Estate,Taiwan,True,D,M,10/4/1944 0:00,Chao,Teng-hsiung,1944.0,10.0,4.0,,,,,,,,Real estate,,
1312,2300,Finance & Investments,Samuel Chen,73.0,,Investments,Finance & Investments,Taiwan,True,N,M,1/1/1950 0:00,Chen,Samuel,1950.0,1.0,1.0,,,,,,,,Investments,,
1312,2300,Manufacturing,Chu Lam Yiu,53.0,Hong Kong,Flavorings,Manufacturing,Hong Kong,True,E,F,12/1/1969 0:00,Chu,Lam Yiu,1969.0,12.0,1.0,,,,,,,,Flavorings,,
1312,2300,Technology,K. Dinesh,68.0,India,Software services,Technology,India,True,D,M,6/6/1954 0:00,Dinesh,K.,1954.0,6.0,6.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Software services,,
1312,2300,Diversified,James Duff,62.0,United States,"Tires, diversified",Diversified,United States,True,U,M,3/7/1961 0:00,Duff,James,1961.0,3.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Tires, diversified,
1312,2300,Diversified,Thomas Duff,66.0,United States,"Tires, diversified",Diversified,United States,True,U,M,12/31/1956 0:00,Duff,Thomas,1956.0,12.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Tires, diversified,
1312,2300,Technology,Daniel Ek,40.0,Sweden,Spotify,Technology,Sweden,True,D,M,2/21/1983 0:00,Ek,Daniel,1983.0,2.0,21.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,10285453.0,Spotify,,
1312,2300,Fashion & Retail,John Fisher,61.0,United States,Gap,Fashion & Retail,United States,False,D,M,6/1/1961 0:00,Fisher,John,1961.0,6.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Gap,,
1312,2300,Fashion & Retail,Georg Haub,61.0,Germany,Retail,Fashion & Retail,Germany,False,U,M,1/1/1962 0:00,Haub,Georg,1962.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Retail,,
1312,2300,Construction & Engineering,Erman Ilicak,55.0,Turkey,Construction,Construction & Engineering,Turkey,True,E,M,10/3/1967 0:00,Ilicak,Erman,1967.0,10.0,3.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,83429615.0,Construction,,
1312,2300,Finance & Investments,Justin Ishbia,45.0,United States,Private equity,Finance & Investments,United States,False,U,M,9/18/1977 0:00,Ishbia,Justin,1977.0,9.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
1312,2300,Technology,Long Jiang,49.0,China,Manufacturing,Technology,China,True,U,M,2/1/1974 0:00,Jiang,Long,1974.0,2.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Manufacturing,,
1312,2300,Finance & Investments,Bruce Karsh,67.0,United States,Private equity,Finance & Investments,United States,True,U,M,10/10/1955 0:00,Karsh,Bruce,1955.0,10.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
1312,2300,Technology,Bom Kim,44.0,South Korea,Online retailing,Technology,United States,True,D,M,10/1/1978 0:00,Kim,Bom,1978.0,10.0,1.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,51709098.0,Online retailing,,
1312,2300,Food & Beverage,Jianping Lai,65.0,China,Soy sauce,Food & Beverage,China,True,D,M,,Lai,Jianping,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Soy sauce,,
1312,2300,Healthcare,Lam Kong,58.0,Hong Kong,Pharmaceuticals,Healthcare,China,True,D,M,6/15/1964 0:00,Lam,Kong,1964.0,6.0,15.0,,,,,,,,Pharmaceuticals,,
1312,2300,Finance & Investments,Stephen Lansdown,70.0,Guernsey,Financial services,Finance & Investments,Guernsey,True,D,M,8/30/1952 0:00,Lansdown,Stephen,1952.0,8.0,30.0,,,,,,,,Financial services,,
1312,2300,Fashion & Retail,Kevin David Lehmann,20.0,,Drugstores,Fashion & Retail,Germany,False,D,M,9/1/2002 0:00,Lehmann,Kevin David,2002.0,9.0,1.0,,,,,,,,Drugstores,,
1312,2300,Food & Beverage,Li Haiyan,65.0,China,Restaurants,Food & Beverage,China,True,U,F,,Li,Haiyan,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Restaurants,,
1312,2300,Finance & Investments,Hua Li,45.0,China,Financial services,Finance & Investments,China,True,U,M,1/1/1978 0:00,Li,Hua,1978.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Financial services,,
1312,2300,Gambling & Casinos,Lim Kok Thay,71.0,Malaysia,Casinos,Gambling & Casinos,Malaysia,False,U,M,8/16/1951 0:00,Lim,Kok Thay,1951.0,8.0,16.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,32447385.0,Casinos,,
1312,2300,Food & Beverage,Kishore Mariwala,88.0,India,Consumer goods,Food & Beverage,India,False,D,M,2/14/1935 0:00,Mariwala,Kishore,1935.0,2.0,14.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Consumer goods,,
1312,2300,Food & Beverage,Clayton Mathile,82.0,United States,Pet food,Food & Beverage,United States,True,E,M,1/11/1941 0:00,Mathile,Clayton,1941.0,1.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Pet food,,
1312,2300,Fashion & Retail,Mi Enhua,65.0,China,Retail,Fashion & Retail,China,True,D,M,4/1/1958 0:00,Mi,Enhua,1958.0,4.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Retail,,
1312,2300,Food & Beverage,Vadim Moshkovich,55.0,Russia,"Agriculture, land",Food & Beverage,Russia,True,U,M,4/6/1967 0:00,Moshkovich,Vadim,1967.0,4.0,6.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Agriculture, land,
1312,2300,Food & Beverage,David Murdock,99.0,United States,"Dole, real estate",Food & Beverage,United States,True,E,M,4/10/1923 0:00,Murdock,David,1923.0,4.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Dole, real estate,
1312,2300,Fashion & Retail,David Nahmad,75.0,United States,Art collection,Fashion & Retail,Monaco,True,U,M,4/14/1947 0:00,Nahmad,David,1947.0,4.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Art collection,,
1312,2300,Finance & Investments,Lirio Parisotto,69.0,Brazil,Investments,Finance & Investments,Brazil,True,D,M,12/18/1953 0:00,Parisotto,Lirio,1953.0,12.0,18.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Investments,,
1312,2300,Food & Beverage,Augusto Perfetti,65.0,Switzerland,Candy,Food & Beverage,Italy,False,Split Family Fortune,M,,Perfetti,Augusto,,,,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Candy,,
1312,2300,Food & Beverage,Giorgio Perfetti,65.0,Switzerland,Candy,Food & Beverage,Italy,False,Split Family Fortune,M,,Perfetti,Giorgio,,,,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Candy,,
1312,2300,Fashion & Retail,Alberto Prada,69.0,Italy,Luxury goods,Fashion & Retail,Italy,False,U,M,2/21/1954 0:00,Prada,Alberto,1954.0,2.0,21.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Luxury goods,,
1312,2300,Fashion & Retail,Marina Prada,77.0,Italy,Luxury goods,Fashion & Retail,Italy,False,U,F,7/14/1945 0:00,Prada,Marina,1945.0,7.0,14.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Luxury goods,,
1312,2300,Diversified,Filiz Sahenk,56.0,Turkey,Diversified,Diversified,Turkey,False,U,F,2/14/1967 0:00,Sahenk,Filiz,1967.0,2.0,14.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,83429615.0,Diversified,,
1312,2300,Food & Beverage,Richard Sands,72.0,United States,Liquor,Food & Beverage,United States,False,Split Family Fortune,M,3/3/1951 0:00,Sands,Richard,1951.0,3.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Liquor,,
1312,2300,Finance & Investments,Stephan Schmidheiny,75.0,Switzerland,Investments,Finance & Investments,Switzerland,False,E,M,10/29/1947 0:00,Schmidheiny,Stephan,1947.0,10.0,29.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Investments,,
1312,2300,Healthcare,Alberto Siccardi & family,78.0,Switzerland,Medical devices,Healthcare,Switzerland,False,D,M,5/1/1944 0:00,Siccardi,Alberto,1944.0,5.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Medical devices,,
1312,2300,Real Estate,Stefan Soloviev,47.0,United States,"Real estate, grains",Real Estate,United States,False,N,M,5/21/1975 0:00,Soloviev,Stefan,1975.0,5.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Real estate, grains,
1312,2300,Fashion & Retail,Tang Yiu,89.0,Hong Kong,Fashion retail,Fashion & Retail,Hong Kong,True,D,M,4/1/1934 0:00,Tang,Yiu,1934.0,4.0,1.0,,,,,,,,Fashion retail,,
1312,2300,Technology,Tian Ming,69.0,China,Measuring instruments,Technology,China,True,U,M,12/20/1953 0:00,Tian,Ming,1953.0,12.0,20.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Measuring instruments,,
1312,2300,Finance & Investments,T.Y. Tsai,70.0,Taiwan,Finance,Finance & Investments,Taiwan,False,D,M,1/1/1953 0:00,Tsai,T.Y.,1953.0,1.0,1.0,,,,,,,,Finance,,
1312,2300,Technology,Jayshree Ullal,62.0,United States,Computer networking,Technology,United States,True,U,F,3/27/1961 0:00,Ullal,Jayshree,1961.0,3.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Computer networking,,
1312,2300,Finance & Investments,Georg von Opel,56.0,United Kingdom,"Real estate, investments",Finance & Investments,Switzerland,False,U,M,5/4/1966 0:00,von Opel,Georg,1966.0,5.0,4.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Real estate, investments,
1312,2300,Real Estate,Lang Walker,77.0,Australia,Real estate,Real Estate,Australia,True,U,M,7/5/1945 0:00,Walker,Lang,1945.0,7.0,5.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Real estate,,
1312,2300,Manufacturing,Xicheng Wang & family,74.0,China,Tires,Manufacturing,China,True,D,M,11/1/1948 0:00,Wang,Xicheng,1948.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Tires,,
1312,2300,Real Estate,Wang Zhenhua,61.0,China,Real estate,Real Estate,China,True,D,M,3/1/1962 0:00,Wang,Zhenhua,1962.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Real estate,,
1312,2300,Food & Beverage,Paul-Heinz Wesjohann & family,79.0,Germany,Chicken processing,Food & Beverage,Germany,True,D,M,5/25/1943 0:00,Wesjohann,Paul-Heinz,1943.0,5.0,25.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Chicken processing,,
1312,2300,Fashion & Retail,Xie Bingkun & family,56.0,China,Pearlescent pigments,Fashion & Retail,China,True,U,M,8/25/1966 0:00,Xie,Bingkun,1966.0,8.0,25.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pearlescent pigments,,
1312,2300,Manufacturing,Xu Shugen,57.0,China,"Construction, mining machinery",Manufacturing,China,True,U,M,6/12/1965 0:00,Xu,Shugen,1965.0,6.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Construction, mining machinery,
1312,2300,Healthcare,Christoph Zeller,65.0,Liechtenstein,Dental materials,Healthcare,Liechtenstein,False,E,M,5/4/1957 0:00,Zeller,Christoph,1957.0,5.0,4.0,,,6552858739.0,35.6,104.7,83.0,38019.0,Dental materials,,
1312,2300,Manufacturing,Zhang Jingzhang & family,87.0,China,Precision machinery,Manufacturing,China,True,U,M,1/1/1936 0:00,Zhang,Jingzhang,1936.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Precision machinery,,
1368,2200,Real Estate,George Argyros & family,86.0,United States,"Real estate, investments",Real Estate,United States,True,D,M,2/4/1937 0:00,Argyros,George,1937.0,2.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Real estate, investments,
1368,2200,Finance & Investments,Brian Armstrong,40.0,United States,Cryptocurrency,Finance & Investments,United States,True,D,M,1/25/1983 0:00,Armstrong,Brian,1983.0,1.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cryptocurrency,,
1368,2200,Energy,Albert Avdolyan,52.0,Russia,"Oil, mining",Energy,Russia,True,R,M,11/8/1970 0:00,Avdolyan,Albert,1970.0,11.0,8.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Oil, mining,
1368,2200,Diversified,Sezai Bacaksiz,73.0,Turkey,Diversified,Diversified,Turkey,True,U,M,7/27/1949 0:00,Bacaksiz,Sezai,1949.0,7.0,27.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,83429615.0,Diversified,,
1368,2200,Technology,Aneel Bhusri,57.0,United States,Business software,Technology,United States,True,D,M,2/4/1966 0:00,Bhusri,Aneel,1966.0,2.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Business software,,
1368,2200,Fashion & Retail,Brett Blundy,63.0,Bahamas,"Retail, agribusiness",Fashion & Retail,Australia,True,E,M,1/17/1960 0:00,Blundy,Brett,1960.0,1.0,17.0,,,,,,,,Retail, agribusiness,
1368,2200,Finance & Investments,J. Hyatt Brown,85.0,United States,Insurance,Finance & Investments,United States,False,D,M,7/12/1937 0:00,Brown,J. Hyatt,1937.0,7.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Insurance,,
1368,2200,Finance & Investments,Chen Jinxia,55.0,China,Investments,Finance & Investments,China,False,D,F,3/28/1968 0:00,Chen,Jinxia,1968.0,3.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Investments,,
1368,2200,Healthcare,Chen Xueli,71.0,China,Pharmaceuticals,Healthcare,China,True,U,M,10/1/1951 0:00,Chen,Xueli,1951.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
1368,2200,Finance & Investments,Dermot Desmond,72.0,Ireland,Finance,Finance & Investments,Ireland,True,U,M,7/1/1950 0:00,Desmond,Dermot,1950.0,7.0,1.0,,,,,,,,Finance,,
1368,2200,Healthcare,Dong Wei,52.0,China,Pharmaceuticals,Healthcare,China,True,D,M,1/1/1971 0:00,Dong,Wei,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
1368,2200,Fashion & Retail,Tom Ford,61.0,United States,Fashion,Fashion & Retail,United States,True,N,M,8/27/1961 0:00,Ford,Tom,1961.0,8.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Fashion,,
1368,2200,Food & Beverage,Fu Guangming & family,69.0,China,Poultry,Food & Beverage,China,True,U,M,10/2/1953 0:00,Fu,Guangming,1953.0,10.0,2.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Poultry,,
1368,2200,Finance & Investments,Noam Gottesman,61.0,United States,Hedge funds,Finance & Investments,United States,True,D,M,5/24/1961 0:00,Gottesman,Noam,1961.0,5.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Hedge funds,,
1368,2200,Finance & Investments,Jeffrey Gundlach,64.0,United States,Investments,Finance & Investments,United States,True,E,M,1/1/1959 0:00,Gundlach,Jeffrey,1959.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Investments,,
1368,2200,Healthcare,Hao Hong,67.0,China,Pharmaceuticals,Healthcare,United States,True,D,M,1/1/1956 0:00,Hao,Hong,1956.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
1368,2200,Automotive,Shmuel Harlap,78.0,Israel,Automotive,Automotive,Israel,False,U,M,11/13/1944 0:00,Harlap,Shmuel,1944.0,11.0,13.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,9053300.0,Automotive,,
1368,2200,Technology,Hans-Werner Hector,83.0,Germany,SAP,Technology,Germany,True,D,M,1/17/1940 0:00,Hector,Hans-Werner,1940.0,1.0,17.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,SAP,,
1368,2200,Healthcare,Lutz Mario Helmig & family,76.0,Germany,Hospitals,Healthcare,Germany,True,U,M,8/29/1946 0:00,Helmig,Lutz Mario,1946.0,8.0,29.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Hospitals,,
1368,2200,Real Estate,Chulong Huang,64.0,China,Real estate,Real Estate,Canada,True,D,M,1/1/1959 0:00,Huang,Chulong,1959.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Real estate,,
1368,2200,Finance & Investments,Thomas James,80.0,United States,Finance,Finance & Investments,United States,False,U,M,5/10/1942 0:00,James,Thomas,1942.0,5.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Finance,,
1368,2200,Fashion & Retail,James Jannard,73.0,United States,Sunglasses,Fashion & Retail,United States,True,D,M,6/8/1949 0:00,Jannard,James,1949.0,6.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Sunglasses,,
1368,2200,Automotive,Willis Johnson,75.0,United States,Damaged cars,Automotive,United States,True,U,M,5/26/1947 0:00,Johnson,Willis,1947.0,5.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Damaged cars,,
1368,2200,Fashion & Retail,Lai Shixian,48.0,China,Sports apparel,Fashion & Retail,China,True,U,M,1/1/1975 0:00,Lai,Shixian,1975.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Sports apparel,,
1368,2200,Finance & Investments,Chris Larsen,62.0,United States,Cryptocurrency,Finance & Investments,United States,True,D,M,6/15/1960 0:00,Larsen,Chris,1960.0,6.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cryptocurrency,,
1368,2200,Fashion & Retail,Solomon Lew,78.0,Australia,Retail,Fashion & Retail,Australia,True,D,M,3/22/1945 0:00,Lew,Solomon,1945.0,3.0,22.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Retail,,
1368,2200,Diversified,Liang Xinjun,54.0,Singapore,Conglomerate,Diversified,Singapore,True,E,M,10/1/1968 0:00,Liang,Xinjun,1968.0,10.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,5703569.0,Conglomerate,,
1368,2200,Diversified,Harald Link,68.0,Thailand,Diversified,Diversified,Thailand,False,U,M,1/12/1955 0:00,Link,Harald,1955.0,1.0,12.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,69625582.0,Diversified,,
1368,2200,Technology,Max Lytvyn,43.0,United States,Software,Technology,Canada,True,D,M,1/1/1980 0:00,Lytvyn,Max,1980.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
1368,2200,Energy,Igor Makarov,60.0,United States,Investments,Energy,Cyprus,True,U,M,4/15/1962 0:00,Makarov,Igor,1962.0,4.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Investments,,
1368,2200,Finance & Investments,Howard Marks,76.0,United States,Private equity,Finance & Investments,United States,True,E,M,4/23/1946 0:00,Marks,Howard,1946.0,4.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
1368,2200,Finance & Investments,Charles Munger,99.0,United States,Berkshire Hathaway,Finance & Investments,United States,True,D,M,1/1/1924 0:00,Munger,Charles,1924.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Berkshire Hathaway,,
1368,2200,Real Estate,Adam Neumann,44.0,United States,WeWork,Real Estate,Israel,True,U,M,4/1/1979 0:00,Neumann,Adam,1979.0,4.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,WeWork,,
1368,2200,Diversified,Thi Phuong Thao Nguyen,52.0,Vietnam,Airlines,Diversified,Vietnam,True,D,F,6/7/1970 0:00,Nguyen,Thi Phuong Thao,1970.0,6.0,7.0,163.52,2.8,261921244843.0,28.5,110.6,75.3,96462106.0,Airlines,,
1368,2200,Food & Beverage,Ni Yongpei & family,71.0,China,Beverages,Food & Beverage,China,True,D,M,1/23/1952 0:00,Ni,Yongpei,1952.0,1.0,23.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Beverages,,
1368,2200,Manufacturing,Heloise Pratt,60.0,Australia,"Manufacturing, investment",Manufacturing,Australia,False,D,F,9/13/1962 0:00,Pratt,Heloise,1962.0,9.0,13.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Manufacturing, investment,
1368,2200,Technology,Qi Xiangdong,52.0,China,Software,Technology,China,True,U,M,10/1/1970 0:00,Qi,Xiangdong,1970.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Software,,
1368,2200,Technology,Phillip T. (Terry) Ragon,73.0,United States,Health IT,Technology,United States,True,U,M,6/1/1949 0:00,Ragon,Phillip T. (Terry),1949.0,6.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Health IT,,
1368,2200,Healthcare,Prathap Reddy,91.0,India,Healthcare,Healthcare,India,True,D,M,2/5/1932 0:00,Reddy,Prathap,1932.0,2.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Healthcare,,
1368,2200,Sports,Jerry Reinsdorf,87.0,United States,Sports teams,Sports,United States,True,U,M,2/25/1936 0:00,Reinsdorf,Jerry,1936.0,2.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Sports teams,,
